mondo_id	name	depth	profile_n	not_n	freq_known_n	snomed_direct_n	snomed_closure_n
MONDO:0021080	blood vessel neoplasm	2	0	0	0	0	0
MONDO:0021121	hemangioendothelioma	3	0	0	0	0	0
MONDO:0021169	epithelioid hemangioma	5	0	0	0	0	0
MONDO:0021209	heart neoplasm	2	0	0	0	0	0
MONDO:0021258	choroid neoplasm	3	0	0	0	0	0
MONDO:0021281	cavernous hemangioma of retina	4	0	0	0	0	0
MONDO:0021378	neoplasm of endocardium	3	0	0	0	0	0
MONDO:0021379	neoplasm of epicardium	3	0	0	0	0	0
MONDO:0021380	neoplasm of myocardium	3	0	0	0	0	0
MONDO:0021381	neoplasm of pericardium	2	0	0	0	0	0
MONDO:0021389	neoplasm of aortic body	3	0	0	0	0	0
MONDO:0021450	benign neoplasm of heart	3	0	0	0	0	0
MONDO:0021487	benign neoplasm of choroid	3	0	0	0	0	0
MONDO:0021505	benign neoplasm of endocardium	4	0	0	0	0	0
MONDO:0021508	benign neoplasm of epicardium	4	0	0	0	0	0
MONDO:0021509	benign neoplasm of myocardium	4	0	0	0	0	0
MONDO:0021514	benign neoplasm of pericardium	3	0	0	0	0	0
MONDO:0021541	hemangioma of retina	3	0	0	0	0	0
MONDO:0021542	hemangioma of choroid	4	0	0	0	0	0
MONDO:0021543	hemangioma of gingiva	5	0	0	0	0	0
MONDO:0021569	Emery-Dreifuss muscular dystrophy 2, autosomal dominant	7	57	0	49	26	31
MONDO:0021627	eyelid capillary hemangioma	3	0	0	0	0	0
MONDO:0021642	vulval varices	5	0	0	0	0	0
MONDO:0021643	mesenteric varices	4	0	0	0	0	0
MONDO:0021644	esophageal varices without bleeding	5	0	0	0	0	0
MONDO:0021645	esophageal varices with bleeding	5	0	0	0	0	0
MONDO:0021658	vascular ectasia	2	0	0	0	0	0
MONDO:0021661	coronary atherosclerosis	3	0	0	0	0	0
MONDO:0021726	abdominal cystic lymphangioma	5	0	0	0	0	0
MONDO:0021727	aberrant subclavian artery	3	0	0	0	0	0
MONDO:0021777	acute rheumatic heart disease	3	0	0	0	0	0
MONDO:0021896	anterior spinal artery stroke	3	0	0	0	0	0
MONDO:0021902	aortopulmonary window	2	0	0	0	0	0
MONDO:0022096	pyogenic granuloma	6	0	0	0	0	0
MONDO:0022293	vascular disorder of penis	2	0	0	0	0	0
MONDO:0022357	congenital acardia	3	0	0	0	0	0
MONDO:0022430	persistent fetal circulation syndrome	2	0	0	0	0	0
MONDO:0022454	angiosarcoma of the scalp	5	0	0	0	0	0
MONDO:0022471	childhood aortic valve stenosis	5	0	0	0	0	0
MONDO:0022519	autoimmune myocarditis	3	0	0	0	0	0
MONDO:0022535	autonomic facial cephalgia	4	0	0	0	0	0
MONDO:0022559	benign angiitis of the central nervous system	4	0	0	0	0	0
MONDO:0022653	cardiomyopathy due to anthracyclines	3	0	0	0	0	0
MONDO:0022737	choroideremia hypopituitarism	4	0	0	0	0	0
MONDO:0022772	classic Kaposi sarcoma	6	0	0	0	0	0
MONDO:0022859	cor biloculare	2	0	0	0	0	0
MONDO:0022985	diffuse cavernous hemangioma of the rectum	5	0	0	0	0	0
MONDO:0023006	doxorubicin induced cardiomyopathy	3	0	0	0	0	0
MONDO:0023067	endemic Kaposi sarcoma	6	0	0	0	0	0
MONDO:0023134	febrile ulceronecrotic Mucha-Habermann disease	5	0	0	0	0	0
MONDO:0023152	fibrocartilaginous embolism	2	0	0	0	0	0
MONDO:0023161	viral myocarditis	4	0	0	0	0	0
MONDO:0023164	viral pericarditis	4	0	0	0	0	0
MONDO:0023182	Franceschini Vardeu Guala syndrome	6	0	0	0	0	0
MONDO:0023232	giant cell myocarditis	5	0	0	0	0	0
MONDO:0023513	Jeune syndrome situs inversus	4	0	0	0	0	0
MONDO:0023530	kallikrein hypertension	4	0	0	0	0	0
MONDO:0023650	littoral cell angioma of the spleen	7	0	0	0	0	0
MONDO:0023660	angioedema, hereditary, 6	5	4	0	4	3	3
MONDO:0023662	lymphatic malformation 10	3	2	0	2	2	2
MONDO:0023833	multifocal choroiditis	4	0	0	0	0	0
MONDO:0024239	congenital anomaly of cardiovascular system	1	0	0	0	0	0
MONDO:0024249	pityriasis lichenoides	3	0	0	0	0	0
MONDO:0024250	acute lichenoid pityriasis	4	0	0	0	0	0
MONDO:0024266	patent ductus arteriosus 3	3	1	0	0	1	1
MONDO:0024286	benign blood vessel neoplasm	3	0	0	0	0	0
MONDO:0024287	congenital vascular malformation	3	0	0	0	0	0
MONDO:0024291	vascular malformation	2	0	0	0	0	0
MONDO:0024296	vascular neoplasm	2	0	0	0	0	0
MONDO:0024310	angiodysplasia of stomach	3	0	0	0	0	0
MONDO:0024461	angiomatosis	4	0	0	0	0	0
MONDO:0024499	vascular bone neoplasm	3	0	0	0	0	0
MONDO:0024521	aortic aneurysm, familial abdominal, 1	7	1	0	0	0	0
MONDO:0024523	aortic valve disease 1	4	8	0	8	8	8
MONDO:0024529	MVP1	5	8	0	0	6	6
MONDO:0024533	pulmonary hypertension, primary, 1	7	14	0	11	7	8
MONDO:0024539	choroidal dystrophy, central areolar, 1	3	3	0	0	2	2
MONDO:0024559	aortic aneurysm, familial thoracic 1	3	19	0	19	15	15
MONDO:0024560	PDA1	3	1	0	0	1	1
MONDO:0024562	sick sinus syndrome 1	5	6	0	0	5	5
MONDO:0024573	familial hypertrophic cardiomyopathy	4	0	0	0	0	0
MONDO:0024636	inflammation of heart layer	2	0	0	0	0	0
MONDO:0024643	myocardial disorder	2	0	0	0	0	0
MONDO:0024644	myocardial ischemia	3	0	0	0	0	0
MONDO:0024655	rheumatic pericarditis	3	0	0	0	0	0
MONDO:0024659	colorectal Kaposi sarcoma	6	0	0	0	0	0
MONDO:0024664	hypertension, pregnancy-induced	4	0	0	0	0	0
MONDO:0024673	skin lymphangioma	4	0	0	0	0	0
MONDO:0024757	cardiovascular neoplasm	1	0	0	0	0	0
MONDO:0025514	livedoid vasculopathy	3	49	0	49	29	34
MONDO:0025712	angioedema, hereditary, 4	5	4	0	0	3	3
MONDO:0025713	angioedema, hereditary, 7	5	5	0	3	2	2
MONDO:0030062	arrhythmogenic right ventricular dysplasia, familial, 14	5	7	0	6	6	6
MONDO:0030070	heterotaxy, visceral, 9, autosomal, with male infertility	4	5	0	5	4	4
MONDO:0030077	vertebral, cardiac, renal, and limb defects syndrome 3	4	14	0	10	12	14
MONDO:0030270	lymphatic malformation 9	3	2	0	2	0	0
MONDO:0030293	angioedema, hereditary, 5	5	6	0	1	3	3
MONDO:0030298	angioedema, hereditary, 8	5	8	0	0	6	6
MONDO:0030300	cardiomyopathy, dilated, 2D	6	11	0	11	8	8
MONDO:0030316	lymphatic malformation 11	3	2	0	2	2	2
MONDO:0030317	cardiomyopathy, familial hypertrophic, 28	5	11	0	11	3	3
MONDO:0030330	cardiomyopathy, familial restrictive, 6	5	9	0	9	7	7
MONDO:0030366	cardiomyopathy, dilated, 2E	6	3	0	3	2	2
MONDO:0030474	heterotaxy, visceral, 10, autosomal, with male infertility	4	8	0	8	6	6
MONDO:0030475	heterotaxy, visceral, 11, autosomal, with male infertility	4	10	1	10	7	7
MONDO:0030500	Loeys-Dietz syndrome 6	3	39	10	39	29	32
MONDO:0030679	Noonan syndrome 14	4	47	0	47	32	33
MONDO:0030680	cardiomyopathy, dilated, 2F	6	7	0	2	4	4
MONDO:0030701	autoimmune cardiomyopathy	2	0	0	0	0	0
MONDO:0030702	autoimmune atherosclerosis	2	0	0	0	0	0
MONDO:0030703	autoimmune vasculitis	2	0	0	0	0	0
MONDO:0030731	aortic aneurysm, familial thoracic 12	3	13	0	13	12	12
MONDO:0030887	cardiomyopathy, dilated, 2G	6	16	0	16	10	11
MONDO:0031043	lymphatic malformation 12	3	13	0	13	7	8
MONDO:0032564	hennekam lymphangiectasia-lymphedema syndrome 3	4	13	0	13	12	12
MONDO:0032592	cardiomyopathy, dilated, 2c	6	5	0	4	3	3
MONDO:0032783	aortic valve disease 3	4	5	0	5	4	4
MONDO:0032786	Noonan syndrome 11	4	24	0	24	15	16
MONDO:0032814	microangiopathy and leukoencephalopathy, pontine, autosomal dominant	4	4	0	4	2	2
MONDO:0032839	noonan syndrome 12	4	24	0	24	15	19
MONDO:0032852	myopathy, congenital, with structured cores and z-line abnormalities	4	20	0	5	10	13
MONDO:0032853	myopathy, distal, 6, adult-onset, autosomal dominant	4	12	0	0	4	4
MONDO:0032891	aneurysm, intracranial berry, 12	8	5	0	5	4	4
MONDO:0032907	lymphatic malformation 8	3	5	0	2	5	5
MONDO:0032915	long QT syndrome 16	4	6	0	6	4	4
MONDO:0033123	exudative vitreoretinopathy 7	5	6	0	0	5	5
MONDO:0033669	Noonan syndrome 13	4	67	0	67	45	47
MONDO:0033946	hereditary angioedema with C1Inh deficiency	5	32	2	28	19	19
MONDO:0033948	acquired angioedema with C1Inh deficiency	5	0	0	0	0	0
MONDO:0034556	vibratory angioedema	5	0	0	0	0	0
MONDO:0035008	isolated splenic vein thrombosis	3	0	0	0	0	0
MONDO:0035009	isolated mesenteric vein thrombosis	3	19	0	19	14	16
MONDO:0035149	secondary erythromelalgia	4	0	0	0	0	0
MONDO:0035220	PLG-related hereditary angioedema with normal C1inh	5	0	0	0	0	0
MONDO:0035357	portosinusoidal vascular disease	3	0	0	0	0	0
MONDO:0035500	congenital primary lymphedema of Gordon	3	0	0	0	0	0
MONDO:0035551	cathepsin a-related arteriopathy-strokes-leukoencephalopathy	4	0	0	0	0	0
MONDO:0035646	congenital-onset Steinert myotonic dystrophy	6	34	0	34	26	30
MONDO:0035696	incomplete septal cirrhosis	4	0	0	0	0	0
MONDO:0035734	hereditary angioedema with normal C1inh not related to F12 or PLG variant	5	0	0	0	0	0
MONDO:0036870	lymphatic vessel neoplasm	2	0	0	0	0	0
MONDO:0040676	great vessel cancer	4	0	0	0	0	0
MONDO:0041093	central retinal vein occlusion with macular edema	4	0	0	0	0	0
MONDO:0041114	peripheral ischemia	3	0	0	0	0	0
MONDO:0041259	diphtheritic myocarditis	5	0	0	0	0	0
MONDO:0041656	ST-elevation myocardial infarction	5	0	0	0	0	0
MONDO:0042433	mycotic endocarditis	5	0	0	0	0	0
MONDO:0042495	arteriosclerotic retinopathy	4	0	0	0	0	0
MONDO:0042966	inherited mitral valve disease	3	0	0	0	0	0
MONDO:0042967	rheumatic disease of mitral valve	4	0	0	0	0	0
MONDO:0042981	aortic valve stenosis	4	0	0	0	0	0
MONDO:0043089	acute posterior multifocal placoid pigment epitheliopathy	5	0	0	0	0	0
MONDO:0043096	holoacardius amorphus	4	0	0	0	0	0
MONDO:0043099	Hordnes Engebretsen Knudtson syndrome	3	0	0	0	0	0
MONDO:0043127	mehta lewis patton syndrome	3	0	0	0	0	0
MONDO:0043218	neurovascular disorder	2	0	0	0	0	0
MONDO:0043219	migraine with brainstem aura	5	0	0	0	0	0
MONDO:0043224	multi-infarct dementia	5	0	0	0	0	0
MONDO:0043267	rheumatoid vasculitis	3	0	0	0	0	0
MONDO:0043287	superior vena cava syndrome	2	0	0	0	0	0
MONDO:0043349	intravascular papillary endothelial hyperplasia	5	0	0	0	0	0
MONDO:0043361	May-Thurner syndrome	3	0	0	0	0	0
MONDO:0043475	Adams-Stokes syndrome	5	0	0	0	0	0
MONDO:0043494	arteritis	3	0	0	0	0	0
MONDO:0043529	carcinoid heart disease	2	0	0	0	0	0
MONDO:0043537	cluster headache syndrome	4	0	0	0	0	0
MONDO:0043576	endarteritis	4	0	0	0	0	0
MONDO:0043683	Leriche syndrome	4	0	0	0	0	0
MONDO:0044033	posterior leukoencephalopathy syndrome	5	0	0	0	0	0
MONDO:0044037	livedo reticularis	3	0	0	0	0	0
MONDO:0044079	cardio-renal syndrome	3	0	0	0	0	0
MONDO:0044632	extracranial carotid artery aneurysm	4	28	0	28	21	25
MONDO:0044649	omphalocele-diaphragmatic hernia-cardiovascular anomalies-radial ray defect syndrome	2	0	0	0	0	0
MONDO:0044764	benign choroid plexus neoplasm	3	0	0	0	0	0
MONDO:0044875	coronary microvascular disorder	2	0	0	0	0	0
MONDO:0045001	cardiac ventricle disorder	2	0	0	0	0	0
MONDO:0045048	toxemia of pregnancy	5	0	0	0	0	0
MONDO:0054588	Noonan syndrome-like disorder with loose anagen hair 2	7	78	1	77	54	57
MONDO:0054637	Noonan syndrome-like disorder with loose anagen hair 1	7	60	0	60	43	47
MONDO:0054838	cardiomyopathy, familial hypertrophic 27	5	80	0	80	54	60
MONDO:0054866	sudden arrhythmia death syndrome	3	0	0	0	0	0
MONDO:0060554	vertebral, cardiac, renal, and limb defects syndrome 1	4	22	0	20	19	19
MONDO:0060555	vertebral, cardiac, renal, and limb defects syndrome 2	4	19	0	19	14	14
MONDO:0060663	congenital heart defects, multiple types, 5	3	8	0	6	8	8
MONDO:0100009	structural congenital heart disease, multiple types - GATA4	3	0	0	0	0	0
MONDO:0100042	cardiac conduction defect	3	3	0	0	3	3
MONDO:0100059	hypereosinophilia of undetermined significance	7	0	0	0	0	0
MONDO:0100077	congenital alveolar dysplasia	4	0	0	0	0	0
MONDO:0100078	resistant hypertension	4	0	0	0	0	0
MONDO:0100082	LEOPARD syndrome 1	7	44	0	13	36	39
MONDO:0100090	congenital alveolar dysplasia due to FGF10	3	0	0	0	0	0
MONDO:0100097	congenital alveolar dysplasia due to TBX4	3	0	0	0	0	0
MONDO:0100105	brain small vessel disease 3	5	10	0	10	8	8
MONDO:0100159	pulmonary hypertension, neonatal	5	0	0	0	0	0
MONDO:0100234	paroxysmal familial ventricular fibrillation	4	0	0	0	0	0
MONDO:0100248	rapidly progressive primary central nervous system vasculitis	5	0	0	0	0	0
MONDO:0100431	migraine without aura	4	0	0	0	0	0
MONDO:0100467	preeclampsia/eclampsia 1	7	7	0	0	7	7
MONDO:0100511	sudden cardiac arrest	3	0	0	0	0	0
MONDO:0100531	Emery-Dreifuss muscular dystrophy 1, X-linked	7	18	0	9	13	13
MONDO:0100539	hemiplegic migraine-developmental and epileptic encephalopathy spectrum	7	0	0	0	0	0
MONDO:0100540	GATA6-related congenital heart disease with or without pancreatic agenesis or neonatal diabetes	3	0	0	0	0	0
MONDO:0100541	GATA5-related congenital heart defects	3	0	0	0	0	0
MONDO:0100547	cardiogenetic disease	2	0	0	0	0	0
MONDO:0100557	RBFOX2-related congenital heart disorder	3	0	0	0	0	0
MONDO:0100567	hereditary angioedema with normal C1Inh	5	11	2	11	8	8
MONDO:0100614	syndromic congenital heart disease	3	0	0	0	0	0
MONDO:0500000	episodic angioedema with eosinophilia	7	0	0	0	0	0
MONDO:0600014	alveolar capillary dysplasia without misalignment of pulmonary veins	4	0	0	0	0	0
MONDO:0600027	congenital right-sided heart lesions	3	0	0	0	0	0
MONDO:0700073	glutaric acidemia IIa	6	0	0	0	0	0
MONDO:0700074	glutaric acidemia IIb	6	0	0	0	0	0
MONDO:0700076	glutaric acidemia IIc	6	0	0	0	0	0
MONDO:0700080	EPHB4-associated vascular malformation spectrum	3	0	0	0	0	0
MONDO:0700112	heterotaxy, visceral, 5, autosomal	4	30	0	29	26	26
MONDO:0700228	LRP5-related exudative vitreoretinopathy	5	0	0	0	0	0
MONDO:0700231	TSPAN12-related exudative vitreoretinopathy	5	0	0	0	0	0
MONDO:0700325	Parkes Weber syndrome	4	44	0	44	28	33
MONDO:0700335	familial isolated dilated cardiomyopathy	5	13	0	13	11	11
MONDO:0700349	ACTN2-related cardiac and skeletal myopathy	3	0	0	0	0	0
MONDO:0700352	ACTC1-related distal arthrogryposis with congenital heart disease	3	0	0	0	0	0
MONDO:0700388	cardiac conduction disease with or without dilated cardiomyopathy 1	4	13	0	2	12	12
MONDO:0700389	cardiac conduction disease with or without cardiomyopathy 2	4	20	1	20	14	15
MONDO:0800107	anterior deviation infundibular septum	4	0	0	0	0	0
MONDO:0800108	cleft leaflet of tricuspid valve	4	0	0	0	0	0
MONDO:0800113	necrotizing vasculitis	3	0	0	0	0	0
MONDO:0800125	disseminated visceral giant cell angiitis	4	0	0	0	0	0
MONDO:0800175	cardiogenic shock	2	30	0	30	26	26
MONDO:0800318	Emery-Dreifuss muscular dystrophy 6, X-linked	7	0	0	0	0	0
MONDO:0800321	congenital heart defects, multiple types, 1, X-linked	3	0	0	0	0	0
MONDO:0800335	migraine, familial hemiplegic, 4	7	0	0	0	0	0
MONDO:0800345	atrial fibrillation, familial, 17	5	0	0	0	0	0
MONDO:0800346	left ventricular noncompaction 9	5	0	0	0	0	0
MONDO:0800347	cardiomyopathy, familial hypertrophic, 23, with or without ventricular noncompaction	5	0	0	0	0	0
MONDO:0800349	atrial fibrillation, familial, 16	5	0	0	0	0	0
MONDO:0800350	left ventricular noncompaction 4	5	0	0	0	0	0
MONDO:0800351	left ventricular noncompaction 5	5	0	0	0	0	0
MONDO:0800367	cardiomyopathy, dilated, 1LL	5	0	0	0	0	0
MONDO:0800368	cardiomyopathy, dilated, 1MM	5	0	0	0	0	0
MONDO:0800371	cardiomyopathy, familial restrictive, 5	5	0	0	0	0	0
MONDO:0800374	ventricular tachycardia, catecholaminergic polymorphic 6	4	0	0	0	0	0
MONDO:0800440	HAND1 related congenital heart defect	3	0	0	0	0	0
MONDO:0800441	NKX2.5-related congenital, conduction and myopathic heart disease	3	0	0	0	0	0
MONDO:0800442	MYH-6 related congenital heart defects	3	0	0	0	0	0
MONDO:0800476	HAND2 related congenital heart defect	3	0	0	0	0	0
MONDO:0800484	PRKAG2-related cardiomyopathy	4	0	0	0	0	0
MONDO:0850095	X-linked severe syndromic thoracic aortic aneurysm and dissection	4	0	0	0	0	0
MONDO:0850223	Libman-Sacks endocarditis	2	0	0	0	0	0
MONDO:0850371	nonobstructive coronary artery disease	3	0	0	0	0	0
MONDO:0851102	pulmonary artery disease	3	0	0	0	0	0
MONDO:0851105	cerebrovascular benign neoplasm	3	0	0	0	0	0
MONDO:0859151	fibromuscular dysplasia, multifocal	3	31	0	31	22	23
MONDO:0859173	sick sinus syndrome 4	5	6	4	6	5	5
MONDO:0859213	congenital heart defects, multiple types, 8, with or without heterotaxy	3	44	0	44	32	32
MONDO:0859222	heterotaxy, visceral, 12, autosomal	4	26	0	26	20	20
MONDO:0859358	cardiomyopathy, dilated, 2H	6	6	0	6	5	5
MONDO:0859368	short QT syndrome 7	4	5	0	0	5	5
MONDO:0859372	cardiomyopathy, familial hypertrophic, 29, with polyglucosan bodies	5	10	1	10	4	4
MONDO:0859379	lymphatic malformation 13	3	21	2	21	14	14
MONDO:0859381	cardiomyopathy, dilated, 100	5	6	0	6	5	5
MONDO:0859532	congenital heart defects, multiple types, 9	3	16	0	16	11	11
MONDO:0859565	atrioventricular septal defect	4	0	0	0	0	0
MONDO:0957433	primary pulmonary vein stenosis	4	0	0	0	0	0
MONDO:0957452	segmental arterial mediolysis	2	0	0	0	0	0
MONDO:0957545	cardiomyopathy, dilated, 2I	5	3	0	3	2	2
MONDO:0957556	congenital pulmonary vein atresia	5	0	0	0	0	0
MONDO:0957954	lymphatic malformation 14	3	1	0	0	1	1
MONDO:0957984	cardiomyopathy, dilated, 2j	5	4	0	4	3	3
MONDO:0958097	primary superior vena cava aneurysm	3	0	0	0	0	0
MONDO:0958098	primary inferior vena cava aneurysm	3	0	0	0	0	0
MONDO:0958110	atrophic papulosis	3	0	0	0	0	0
MONDO:0958123	isolated pulmonary artery sling	5	0	0	0	0	0
MONDO:0958202	moyamoya disease 7	7	7	0	0	5	5
MONDO:0958229	bleeding disorder, vascular-type	2	7	0	7	5	5
MONDO:0958241	cardiomyopathy, familial hypertrophic, 30, atrial	5	7	1	7	3	3
MONDO:0958274	benign atrophic papulosis	4	0	0	0	0	0
MONDO:0958334	pulmonary hypertension, primary, 6	7	17	0	17	13	13
MONDO:0971094	cardiac anomalies-short stature-joint hypermobility-facial dysmorphism syndrome due to TAB2 mutation	3	0	0	0	0	0
MONDO:0971095	6q25.1 microdeletion syndrome	3	0	0	0	0	0
MONDO:0971107	common arterial trunk with aortic dominance	4	0	0	0	0	0
MONDO:0971108	common arterial trunk with pulmonary dominance and interrupted aortic arch	4	0	0	0	0	0
MONDO:0971115	benign vascular tumor	3	0	0	0	0	0
MONDO:0971116	borderline vascular tumor	3	0	0	0	0	0
MONDO:0971123	isolated retinal racemose hemangioma	5	0	0	0	0	0
MONDO:0971124	perifoveal exudative vascular anomalous complex	4	0	0	0	0	0
MONDO:0971130	choroidal osteoma	4	0	0	0	0	0
MONDO:0971133	isolated segmental infantile hemangioma	6	0	0	0	0	0
MONDO:0971175	cardiomyopathy, dilated, 2K	5	11	0	11	6	6
MONDO:0971179	arterial tortuosity-bone fragility syndrome	2	60	49	60	35	40
MONDO:0975752	littoral cell hemangioma of the spleen	3	0	0	0	0	0
MONDO:0975753	papillary hemangioma	4	0	0	0	0	0
MONDO:0975754	pseudomyogenic hemangioendothelioma	4	0	0	0	0	0
MONDO:0975755	eccrine angiomatous hamartoma	4	0	0	0	0	0
MONDO:0975756	reactive angioendotheliomatosis	4	0	0	0	0	0
MONDO:0975757	anastomosing haemangioma	4	0	0	0	0	0
MONDO:0975758	microvenular haemangioma	4	0	0	0	0	0
MONDO:0975759	acquired elastotic haemangioma	4	0	0	0	0	0
MONDO:0975910	splenic venous malformation	3	0	0	0	0	0
MONDO:0976134	heterotaxy, visceral, 13, autosomal	4	27	0	27	15	17
MONDO:0976135	heterotaxy, visceral, 14, autosomal	4	53	3	53	40	41
MONDO:0979236	cardiomyopathy, dilated, 2l	5	25	3	25	17	17
MONDO:0979237	pulmonary hypertension, primary, 7	7	44	2	44	31	31
MONDO:0979239	cardiomyopathy, dilated, 1QQ	5	5	0	5	1	1
MONDO:0979243	cardiomyopathy, dilated, 2M	5	32	2	32	19	19
MONDO:0979258	cerebral proliferative angiopathy	3	0	0	0	0	0
MONDO:0979271	congenital intrahepatic arterioportal fistula	3	0	0	0	0	0
MONDO:0979323	carotid web	3	0	0	0	0	0
MONDO:0979326	Fontan-associated liver disease	3	0	0	0	0	0
MONDO:0979335	fibro-adipose vascular anomaly	3	0	0	0	0	0
MONDO:0979571	exudative vitreoretinopathy 8	5	4	0	0	4	4
MONDO:0979573	cardiomyopathy, familial hypertrophic, 31	5	31	4	31	17	17
MONDO:0979867	cerebral arteriopathy, autosomal recessive, with subcortical infarcts and leukoencephalopathy 1	3	143	7	143	88	97
MONDO:0979873	brain small vessel disease 4	5	25	1	25	20	21
MONDO:0979880	brain small vessel disease 5 with osteoporosis	5	17	0	17	11	12
MONDO:0980711	brain small vessel disease 6 with leukoencephalopathy	5	24	4	24	17	19
MONDO:0980715	cardiac conduction disease with or without cardiomyoopathy	3	0	0	0	0	0
MONDO:0980735	left ventricular failure	4	0	0	0	0	0
MONDO:0980747	brain small vessel disease 2B, autosomal recessive	5	23	1	23	16	17
MONDO:0980949	Moyamoya disease 8	7	23	4	23	15	15
MONDO:0980997	fibromuscular dysplasia of the cervical and intracranial arteries	4	0	0	0	0	0
MONDO:0980998	fibromuscular dysplasia of the renal arteries	4	0	0	0	0	0
MONDO:0980999	fibromuscular dysplasia of the coronary arteries	3	0	0	0	0	0
MONDO:0981000	fibromuscular dysplasia of the visceral arteries	4	0	0	0	0	0
MONDO:0981001	fibromuscular dysplasia of the arteries of the extremities	4	0	0	0	0	0
MONDO:0981022	cardiomyopathy, dilated, 3C	5	40	7	40	27	27
MONDO:1010098	TFAP2B-related congenital heart disease spectrum disorder	3	0	0	0	0	0
MONDO:1010144	PLD1-related congenital heart disease	3	0	0	0	0	0
MONDO:1010178	CHD7-related CHARGE syndrome	4	89	0	40	64	71
MONDO:1010180	cardiogenetic rhythm disorder	3	0	0	0	0	0
MONDO:1010181	SCN5A-related cardiac rhythm disorder	4	0	0	0	0	0
MONDO:1010193	TNNT2-related cardiomyopathy	3	0	0	0	0	0
MONDO:1030007	hypertensive urgency	4	0	0	0	0	0
MONDO:1030008	mitral valve insufficiency	4	0	0	0	0	0
MONDO:1030009	persistent atrial fibrillation	4	0	0	0	0	0
MONDO:1030010	precerebral artery stenosis	4	0	0	0	0	0
MONDO:1030011	paroxysmal atrial fibrillation	4	0	0	0	0	0
MONDO:1040011	vertebral artery dissection	4	0	0	0	0	0
MONDO:1040016	cerebral artery stenosis	4	0	0	0	0	0
MONDO:1040031	dyneinopathy	5	0	0	0	0	0
MONDO:1040041	FZD4-related exudative vitreoretinopathy	5	0	0	0	0	0
MONDO:1060134	atherosclerotic cardiovascular disease	5	0	0	0	0	0
MONDO:1060150	NOTCH1-related AOS spectrum disorder	3	0	0	0	0	0
MONDO:1060190	APP-related brain and vascular amyloidosis	4	0	0	0	0	0
MONDO:1060197	congenital heart disease with heterotaxy syndrome	4	0	0	0	0	0
MONDO:1060198	ischemic stroke	5	0	0	0	0	0
MONDO:1060199	hemorrhagic stroke	5	0	0	0	0	0
MONDO:8000015	46,XY sex reversal 11	6	22	0	14	10	14
